"ANID","Alternate ID","Chem Group","Sample Type","Investigator Name","Institution","Site Name","Site State","Site Country","Site Latitude","Site Longitude","Source Name","Source State","Source Country","Source/Excavator/Museum","Period","Artifact Date","Comments","Analytical History","Long RDF","Long Date","Short RDF","Short Date","Spare_ID","Ba","La","Lu","Nd","Sm","U","Yb","Ce","Co","Cs","Eu","Fe","Hf","Rb","Sb","Sc","Sr","Ta","Tb","Th","Zn","Zr","Br","Al","Cl","Dy","K","Mn","Na","NKT_edits"
"BOL061","Bol-61","SS-BOL","source","Capriles, Jose","Universidad de Tarapaca","Sora Sora","Bolivia","Bolivia",-18.1942,-68.2459,"Sora Sora",,"Bolivia",,,,,"MURR (SRM-278: short and long)","FMA1",2-Feb-14,"JCF2-S",31-Jan-14,"BOL061",73.94,14.5767,0.3691,19.2040,6.0782,12.3944,2.7405,37.1647,0.1112,9.7161,0.1337,3877.4,5.3593,362.16,0.4444,5.5197,0.00,5.9994,0.9578,29.1931,59.98,156.30,0.724,64245.6,416.7,5.5061,36788.8,1002.49,33243.2,
"BOL062","Bol-62","SS-BOL","source","Capriles, Jose","Universidad de Tarapaca","Sora Sora","Bolivia","Bolivia",-18.1942,-68.2459,"Sora Sora",,"Bolivia",,,,,"MURR (SRM-278: short and long)","FMA1",2-Feb-14,"JCF2-S",31-Jan-14,"BOL062",46.19,14.1252,0.3729,18.5669,6.0266,12.9243,2.7228,36.2327,0.0834,9.6323,0.1220,3628.5,5.2723,359.56,0.4253,5.4294,0.00,5.9835,0.9311,28.2326,60.04,137.72,0.735,65881.2,477.3,5.2928,35232.9,1038.10,32213.8,
"BOL063","Bol-63","SS-BOL","source","Capriles, Jose","Universidad de Tarapaca","Sora Sora","Bolivia","Bolivia",-18.1942,-68.2459,"Sora Sora",,"Bolivia",,,,,"MURR (SRM-278: short and long)","FMA1",2-Feb-14,"JCF2-S",31-Jan-14,"BOL063",52.50,13.9051,0.3668,18.8190,5.8766,12.2909,2.6290,35.6701,0.0842,9.4297,0.1212,3544.3,5.1740,352.37,0.4171,5.3199,0.00,5.8374,0.9265,27.6406,62.85,135.07,0.000,64243.5,402.6,5.0466,36801.7,1020.94,32237.9,
"BOL064","Bol-64","SS-BOL","source","Capriles, Jose","Universidad de Tarapaca","Sora Sora","Bolivia","Bolivia",-18.1942,-68.2459,"Sora Sora",,"Bolivia",,,,,"MURR (SRM-278: short and long)","FMA1",2-Feb-14,"JCF2-S",31-Jan-14,"BOL064",46.46,14.4131,0.3668,16.9562,6.0800,13.1182,2.6645,35.9827,0.1004,9.6383,0.1210,3668.9,5.2283,359.42,0.4405,5.3878,0.00,5.9783,0.9379,28.0068,63.42,145.34,0.577,60489.5,412.1,5.5362,39706.4,1033.45,32423.2,
"BOL065","Bol-65","SS-BOL","source","Capriles, Jose","Universidad de Tarapaca","Sora Sora","Bolivia","Bolivia",-18.1942,-68.2459,"Sora Sora",,"Bolivia",,,,,"MURR (SRM-278: short and long)","FMA1",2-Feb-14,"JCF2-S",31-Jan-14,"BOL065",45.20,14.3042,0.3778,17.3668,6.0945,13.0313,2.7041,34.5968,0.1043,9.5336,0.1257,3650.5,5.1704,358.41,0.4229,5.3608,0.00,5.9068,0.9477,27.8354,62.25,141.48,0.000,64737.3,387.7,5.3485,35024.2,1004.90,32956.4,
"BOL066","Bol-66","SS-BOL","source","Capriles, Jose","Universidad de Tarapaca","Sora Sora","Bolivia","Bolivia",-18.1942,-68.2459,"Sora Sora",,"Bolivia",,,,,"MURR (SRM-278: short and long)","FMA1",2-Feb-14,"JCF2-S",31-Jan-14,"BOL066",67.74,13.9524,0.3936,15.9938,5.9639,12.8541,2.6805,34.4140,0.0965,9.5694,0.1188,3577.2,5.3041,357.38,0.4246,5.3464,0.00,5.9366,0.9052,27.9889,63.49,149.83,0.747,64304.0,415.4,4.9176,33930.9,1040.18,32705.7,
"BOL067","Bol-67","SS-BOL","source","Capriles, Jose","Universidad de Tarapaca","Sora Sora","Bolivia","Bolivia",-18.1942,-68.2459,"Sora Sora",,"Bolivia",,,,,"MURR (SRM-278: short and long)","FMA1",2-Feb-14,"JCF2-S",31-Jan-14,"BOL067",51.62,14.0364,0.3666,17.4574,5.9281,12.8390,2.6256,34.7576,0.0943,9.5664,0.1243,3577.9,5.3461,358.94,0.4158,5.3625,0.00,5.9662,0.9311,28.9660,57.42,145.17,0.736,69419.1,463.5,5.6270,36234.0,1031.26,32820.6,
"CHAR051","CHA051","CHR-BOL","source","Giesso, Martin","Northeastern Illinois University","Charaña","La Paz Department","Bolivia",-17.5830,-69.1667,"Charaña","La Paz Department","Bolivia","Giesso, Martin",,,,"MURR (SRM-278: short and long)","ABC1",1-Feb-09,"GBT1-S",19-Mar-09,"CHAR051",545.40,28.7747,0.2538,15.9796,2.3552,3.4897,1.0657,49.2866,0.3157,3.2254,0.4148,5115.0,3.5891,135.51,0.1219,1.5772,141.01,0.9879,0.2255,12.4978,33.61,114.83,2.625,66382.5,466.6,1.2362,40419.1,496.64,29896.2,
"CHRA101","CHA101","CHR-BOL","source","Giesso, Martin","Northeastern Illinois University","Charaña","La Paz Department","Bolivia",-17.5830,-69.1667,"Charaña","La Paz Department","Bolivia","Giesso, Martin",,,,"MURR (SRM-278: short and long)","ABC1",1-Feb-09,"GBT1-S",19-Mar-09,"CHRA101",560.50,29.3115,0.2611,15.3163,2.4239,3.6921,1.0575,50.1608,0.1889,3.2598,0.4188,5135.2,3.5866,136.10,0.1164,1.5827,128.76,0.9639,0.2163,12.5697,34.08,115.86,2.511,67579.8,512.9,0.9023,37348.1,503.01,30145.3,
"CHRA102","CHA102","CHR-BOL","source","Giesso, Martin","Northeastern Illinois University","Charaña","La Paz Department","Bolivia",-17.5830,-69.1667,"Charaña","La Paz Department","Bolivia","Giesso, Martin",,,,"MURR (SRM-278: short and long)","ABC1",1-Feb-09,"GBT1-S",19-Mar-09,"CHRA102",549.60,28.9747,0.2633,16.6788,2.3480,3.6303,1.0520,49.3996,0.1940,3.2661,0.4207,5119.5,3.6147,135.09,0.1141,1.5734,134.30,0.9493,0.2138,12.4860,34.71,117.44,2.500,69051.3,539.0,0.6636,42826.9,497.73,27341.9,
"CHRA103","CHA103","CHR-BOL","source","Giesso, Martin","Northeastern Illinois University","Charaña","La Paz Department","Bolivia",-17.5830,-69.1667,"Charaña","La Paz Department","Bolivia","Giesso, Martin",,,,"MURR (SRM-278: short and long)","ABC1",1-Feb-09,"GBT1-S",19-Mar-09,"CHRA103",566.60,29.0572,0.2556,15.9206,2.3779,3.8319,1.0935,49.7294,0.1868,3.2761,0.4110,5099.4,3.6561,150.33,0.1273,1.5743,132.40,0.9785,0.2122,12.6234,35.10,121.47,2.877,68476.4,564.0,1.2162,43005.3,499.95,28067.6,
"CHRA161","CHA161","CHR-BOL","source","Giesso, Martin","Northeastern Illinois University","Charaña","La Paz Department","Bolivia",-17.5830,-69.1667,"Charaña","La Paz Department","Bolivia","Giesso, Martin",,,,"MURR (SRM-278: short and long)","ABC1",1-Feb-09,"GBT1-S",19-Mar-09,"CHRA161",565.20,28.9493,0.2398,18.0188,2.3707,4.0067,1.0532,49.2171,0.3250,3.2093,0.4212,5051.1,3.5940,133.39,0.1214,1.5588,122.85,0.9547,0.2184,12.2670,34.40,124.08,2.489,71737.8,542.3,1.0437,42687.5,502.92,27936.5,
"CHRA162","CHA162","CHR-BOL","source","Giesso, Martin","Northeastern Illinois University","Charaña","La Paz Department","Bolivia",-17.5830,-69.1667,"Charaña","La Paz Department","Bolivia","Giesso, Martin",,,,"MURR (SRM-278: short and long)","ABC1",1-Feb-09,"GBT1-S",19-Mar-09,"CHRA162",550.80,28.7983,0.2538,16.7078,2.3884,3.8194,1.0812,49.2398,0.4050,3.2765,0.4047,5203.1,3.6128,135.55,0.1444,1.5847,151.06,0.9651,0.2235,12.5172,34.17,117.22,2.589,68933.1,497.2,1.3537,39960.6,495.95,29579.5,
"CHRA163","CHA163","CHR-BOL","source","Giesso, Martin","Northeastern Illinois University","Charaña","La Paz Department","Bolivia",-17.5830,-69.1667,"Charaña","La Paz Department","Bolivia","Giesso, Martin",,,,"MURR (SRM-278: short and long)","ABC1",1-Feb-09,"GBT1-S",19-Mar-09,"CHRA163",536.30,28.9794,0.2656,16.4472,2.3408,3.7675,1.1378,49.0252,0.3244,3.2702,0.4149,5070.5,3.5979,133.88,0.1320,1.5687,129.71,0.9570,0.2099,12.3811,34.11,116.79,2.314,67328.2,517.0,1.2855,40527.9,494.54,29560.7,
"CHRB001","CHB001","CHR-BOL","source","Giesso, Martin","Northeastern Illinois University","Charaña","La Paz Department","Bolivia",-17.5830,-69.1667,"Charaña","La Paz Department","Bolivia","Giesso, Martin",,,,"MURR (SRM-278: short and long)","ARM3",19-Aug-07,"ZAG2-S",17-Aug-07,"CHRB001",526.70,29.2282,0.2523,14.5233,2.4362,3.3531,1.0210,49.7889,0.1756,3.2797,0.4176,5134.7,3.6058,135.10,0.1188,1.5735,109.93,0.9524,0.2137,12.6898,39.43,108.53,1.780,68198.9,424.4,1.1539,37871.6,479.00,29443.7,
"CHRB002","CHB002","CHR-BOL","source","Giesso, Martin","Northeastern Illinois University","Charaña","La Paz Department","Bolivia",-17.5830,-69.1667,"Charaña","La Paz Department","Bolivia","Giesso, Martin",,,,"MURR (SRM-278: short and long)","ARM3",19-Aug-07,"ZAG2-S",17-Aug-07,"CHRB002",566.00,29.6181,0.2665,15.6405,2.4587,3.6312,1.0486,50.4500,0.2052,3.3210,0.4178,5287.2,3.7810,139.34,0.1196,1.6008,126.55,0.9733,0.2063,12.7107,37.61,114.95,2.200,68261.2,482.5,1.1968,40873.0,477.24,28510.2,
"CKB101","CKB101","CK-BOL","source","Nielsen, Axel","University of Cordoba","Cerro Kaskio","Potosi Department","Bolivia",-21.3820,-67.7793,"Cerro Kaskio","Potosi Department","Bolivia","Nielsen, Axel",,,,"MURR (SRM-278: short and long)","KEL1",26-Dec-04,"FND1-S",10-Dec-04,"CKB101",52.20,18.5925,0.6246,19.4038,5.6476,9.8118,2.6260,43.9152,0.0262,11.4011,0.2234,5939.2,3.8403,205.41,0.7331,3.5904,0.00,1.7998,0.7693,18.0674,52.20,148.01,0.000,68394.0,461.8,4.9610,39754.8,577.40,29388.0,
"CKB103","CKB103","CK-BOL","source","Nielsen, Axel","University of Cordoba","Cerro Kaskio","Potosi Department","Bolivia",-21.3820,-67.7793,"Cerro Kaskio","Potosi Department","Bolivia","Nielsen, Axel",,,,"MURR (SRM-278: short and long)","KEL1",26-Dec-04,"FND1-S",10-Dec-04,"CKB103",53.40,18.8751,0.6292,19.7749,5.6128,9.8410,2.6494,44.7287,0.0319,11.4299,0.2275,5993.7,3.8666,206.09,0.7485,3.6040,0.00,1.8139,0.7792,18.1096,52.50,158.11,0.000,64713.3,536.1,4.9661,38134.6,585.84,29299.0,
"CKB121","CKB121","CK-BOL","source","Nielsen, Axel","University of Cordoba","Cerro Kaskio","Potosi Department","Bolivia",-21.3820,-67.7793,"Cerro Kaskio","Potosi Department","Bolivia","Nielsen, Axel",,,,"MURR (SRM-278: short and long)","KEL1",26-Dec-04,"FND1-S",10-Dec-04,"CKB121",44.60,19.0658,0.6311,20.7751,5.6403,10.1482,2.6562,44.6419,0.0428,11.6037,0.2303,6037.3,3.8941,209.19,0.7404,3.6205,0.00,1.8468,0.7383,18.2945,53.75,150.35,0.000,65662.5,516.5,5.8497,41496.1,589.96,30129.8,
"CKB122","CKB122","CK-BOL","source","Nielsen, Axel","University of Cordoba","Cerro Kaskio","Potosi Department","Bolivia",-21.3820,-67.7793,"Cerro Kaskio","Potosi Department","Bolivia","Nielsen, Axel",,,,"MURR (SRM-278: short and long)","KEL1",26-Dec-04,"FND1-S",10-Dec-04,"CKB122",58.40,18.9942,0.6162,20.1514,5.7434,10.3264,2.6976,44.8403,0.0264,11.5669,0.2336,6041.1,4.1423,208.49,0.7363,3.6362,0.00,1.8332,0.7637,18.4075,53.90,166.80,0.000,69801.4,527.6,5.1958,38803.9,588.02,29674.4,
"CKB201","CKB201","CK-BOL","source","Nielsen, Axel","University of Cordoba","Cerro Kaskio","Potosi Department","Bolivia",-21.3820,-67.7793,"Cerro Kaskio","Potosi Department","Bolivia","Nielsen, Axel",,,,"MURR (SRM-278: short and long)","KEL1",26-Dec-04,"FND1-S",10-Dec-04,"CKB201",74.70,18.4436,0.6414,19.8488,5.2954,9.4316,2.6212,43.4169,0.0287,11.3735,0.2249,5899.8,3.7471,203.98,0.7352,3.5530,0.00,1.8073,0.7641,17.8783,52.75,155.07,0.000,69596.2,538.5,4.7462,45186.9,592.10,29931.3,
"CKB202","CKB202","CK-BOL","source","Nielsen, Axel","University of Cordoba","Cerro Kaskio","Potosi Department","Bolivia",-21.3820,-67.7793,"Cerro Kaskio","Potosi Department","Bolivia","Nielsen, Axel",,,,"MURR (SRM-278: short and long)","KEL1",26-Dec-04,"FND1-S",10-Dec-04,"CKB202",65.10,18.5999,0.6230,20.2310,5.5302,9.7192,2.5935,43.4927,0.0210,11.2616,0.2244,5847.1,3.7552,203.25,0.7433,3.5259,0.00,1.7705,0.7526,17.6964,52.56,145.40,0.000,66666.0,531.9,4.9411,41635.0,576.87,29063.5,
"CKB203","CKB203","CK-BOL","source","Nielsen, Axel","University of Cordoba","Cerro Kaskio","Potosi Department","Bolivia",-21.3820,-67.7793,"Cerro Kaskio","Potosi Department","Bolivia","Nielsen, Axel",,,,"MURR (SRM-278: short and long)","KEL1",26-Dec-04,"FND1-S",10-Dec-04,"CKB203",45.10,18.9038,0.6390,19.9518,5.4263,10.2087,2.7251,44.7650,0.0229,11.5379,0.2292,6413.3,3.9888,208.64,0.7318,3.6399,0.00,1.8416,0.7049,18.3120,55.95,147.77,0.000,63935.8,461.1,4.8909,38069.0,578.31,29386.0,
"CKB701","CKB701","CK-BOL","source","Nielsen, Axel","University of Cordoba","Cerro Kaskio","Potosi Department","Bolivia",-21.3820,-67.7793,"Cerro Kaskio","Potosi Department","Bolivia","Nielsen, Axel",,,,"MURR (SRM-278: short and long)","KEL1",26-Dec-04,"FND1-S",10-Dec-04,"CKB701",68.00,18.7601,0.6527,20.1071,5.6691,10.2549,2.7038,44.6440,0.0358,11.4964,0.2301,6465.3,3.9937,207.14,0.7427,3.6219,0.00,1.8254,0.7184,18.2142,53.43,155.00,0.000,68087.5,555.3,5.2316,36867.1,586.65,29836.4,
"NIE010","Ccha-1","CK-BOL","source","Nielsen, Axel","University of Cordoba","Cerro Kaskio","Potosi Department","Bolivia",-21.3820,-67.7793,"Cerro Kaskio","Potosi Department","Bolivia","Nielsen, Axel",,,,"MURR (SRM-278: short and long)","OBD1",15-Aug-04,"DOB2-S",9-Apr-04,"NIE010",67.50,19.1067,0.6258,21.7194,5.8197,10.4928,2.7773,45.9994,0.0281,11.8424,0.2388,6158.5,4.0060,212.58,0.7491,3.7114,0.00,1.8588,0.8031,18.6356,55.07,150.82,0.000,69066.0,397.3,5.0174,37807.6,606.87,30056.1,
"SSB001","SSB001","SS-BOL","source","Giesso, Martin","Northeastern Illinois University","Sora Sora Quarry","Oruro Department","Bolivia",,,"Sora Sora","Oruro Department","Bolivia","Giesso, Martin",,,,"MURR (SRM-278: short and long)","GKC2",10-Jul-93,"GSO2-S",29-Jul-93,"SSB001",66.40,14.7487,0.5775,16.1277,6.0121,9.8693,2.6660,35.8096,0.1884,9.6453,0.1397,3966.0,5.5642,366.55,0.4581,5.5046,0.00,6.0575,0.9790,28.4648,61.53,154.68,0.000,67420.5,464.7,5.7093,33511.3,1047.72,32545.1,
"SSB002","SSB002","SS-BOL","source","Giesso, Martin","Northeastern Illinois University","Sora Sora Quarry","Oruro Department","Bolivia",,,"Sora Sora","Oruro Department","Bolivia","Giesso, Martin",,,,"MURR (SRM-278: short and long)","GKC2",10-Jul-93,"GSO2-S",29-Jul-93,"SSB002",52.70,14.7846,0.3641,14.7593,6.0886,9.9138,2.8008,35.4556,0.1858,9.8256,0.1313,3964.5,5.4980,370.58,0.4838,5.6259,0.00,6.1344,1.0525,28.9555,61.69,154.12,0.000,72633.5,416.4,4.1345,39788.9,1048.67,32963.0,
"SSB003","SSB003","SS-BOL","source","Giesso, Martin","Northeastern Illinois University","Sora Sora Quarry","Oruro Department","Bolivia",,,"Sora Sora","Oruro Department","Bolivia","Giesso, Martin",,,,"MURR (SRM-278: short and long)","GKC2",10-Jul-93,"GSO2-S",29-Jul-93,"SSB003",55.60,15.5952,0.3328,16.4826,6.1104,10.0110,2.7393,36.1685,0.1488,9.9011,0.1275,3712.3,5.3231,371.53,0.5278,5.5900,0.00,6.1398,1.0387,29.1056,59.50,139.95,0.000,63593.6,517.5,5.3988,35017.3,1012.99,32256.2,
"SSB004","SSB004","SS-BOL","source","Giesso, Martin","Northeastern Illinois University","Sora Sora Quarry","Oruro Department","Bolivia",,,"Sora Sora","Oruro Department","Bolivia","Giesso, Martin",,,,"MURR (SRM-278: short and long)","GKC2",10-Jul-93,"GSO2-S",29-Jul-93,"SSB004",46.00,14.9937,0.3638,15.5633,6.0558,9.9045,2.7403,35.6842,0.1359,9.8409,0.1343,3695.7,5.3946,372.93,0.4779,5.5745,0.00,6.1456,0.9813,28.8953,59.05,156.92,0.000,71836.5,442.5,5.4019,37284.4,1037.55,32747.2,
"SSB005","SSB005","SS-BOL","source","Giesso, Martin","Northeastern Illinois University","Sora Sora Quarry","Oruro Department","Bolivia",,,"Sora Sora","Oruro Department","Bolivia","Giesso, Martin",,,,"MURR (SRM-278: short and long)","GKC2",10-Jul-93,"GSO2-S",29-Jul-93,"SSB005",68.60,14.6286,0.5749,15.6435,5.9531,9.6784,2.6871,33.8826,0.1303,9.4548,0.1243,3601.5,5.1670,357.73,0.4383,5.3519,0.00,5.9943,0.9738,27.7974,57.62,139.64,0.000,68069.4,960.1,5.5454,33210.5,1050.08,32839.8,
"SSB006","SSB006","SS-BOL","source","Giesso, Martin","Northeastern Illinois University","Sora Sora Quarry","Oruro Department","Bolivia",,,"Sora Sora","Oruro Department","Bolivia","Giesso, Martin",,,,"MURR (SRM-278: short and long)","GKC2",10-Jul-93,"GSO2-S",29-Jul-93,"SSB006",72.40,14.5434,0.5531,15.0465,5.8010,9.5126,2.7408,34.0406,0.1664,9.4918,0.1263,3575.9,5.1091,356.50,0.4832,5.3685,0.00,5.8833,0.9777,27.6486,57.16,148.39,0.000,64857.6,408.9,5.4913,39272.8,1056.30,33053.0,
"ZAP001","ZAP001","ZAP-ARG","source","Escola, Patricia","Universidad Nacional de Catamarca","Laguna Blanca - Zapaleri","Potosi Department","Bolivia",,,"Laguna Blanca - Zapaleri","Jujuy","Argentina","Escola, Patricia",,,,"MURR (SRM-278: short and long)","MIX2",25-Apr-99,"KUZ1-S",20-May-99,"ZAP001",647.00,45.4383,0.5516,40.3370,8.2915,7.7532,2.9893,92.0928,0.2029,10.3776,1.1666,10530.7,6.2823,220.18,0.4511,4.0920,226.77,1.8577,1.0491,20.9061,59.36,250.87,0.000,74622.8,532.6,6.0787,37504.4,547.60,25081.1,
"ZAP002","ZAP002","ZAP-ARG","source","Escola, Patricia","Universidad Nacional de Catamarca","Laguna Blanca - Zapaleri","Potosi Department","Bolivia",,,"Laguna Blanca - Zapaleri","Jujuy","Argentina","Escola, Patricia",,,,"MURR (SRM-278: short and long)","MIX2",25-Apr-99,"KUZ1-S",20-May-99,"ZAP002",648.00,47.0121,0.5353,43.4641,8.7268,7.8877,3.0129,97.0933,0.2035,10.7846,1.2398,10457.0,6.4296,212.39,0.3899,4.2413,203.66,1.9540,1.0780,21.7534,63.11,289.64,0.000,76429.4,319.4,6.0836,45757.9,541.69,23771.6,
"ZAP003","ZAP003","ZAP-ARG","source","Escola, Patricia","Universidad Nacional de Catamarca","Laguna Blanca - Zapaleri","Potosi Department","Bolivia",,,"Laguna Blanca - Zapaleri","Jujuy","Argentina","Escola, Patricia",,,,"MURR (SRM-278: short and long)","MIX2",25-Apr-99,"KUZ1-S",20-May-99,"ZAP003",694.00,46.7099,0.5391,45.3552,8.8260,7.9676,3.1227,94.2757,0.1933,10.8911,1.2192,10725.4,6.1050,210.58,0.4747,4.1621,216.27,1.9404,1.0609,21.4010,57.47,253.14,0.000,70917.5,702.9,6.4936,36534.1,550.26,26366.8,
"ZAP004","ZAP004","ZAP-ARG","source","Escola, Patricia","Universidad Nacional de Catamarca","Laguna Blanca - Zapaleri","Potosi Department","Bolivia",,,"Laguna Blanca - Zapaleri","Jujuy","Argentina","Escola, Patricia",,,,"MURR (SRM-278: short and long)","MIX2",25-Apr-99,"KUZ1-S",20-May-99,"ZAP004",653.00,46.0694,0.5539,40.1955,8.3146,7.8703,3.1494,96.0740,0.2044,10.6588,1.2179,10981.7,7.1143,209.78,0.4631,4.2191,138.87,1.9202,1.0928,21.6756,63.33,268.43,0.000,74134.0,340.2,6.5450,39164.3,547.02,28155.4,
"ZAP005","ZAP005","outlier","source","Nielsen, Axel","University of Cordoba","Laguna Blanca - Zapaleri","Potosi Department","Bolivia",,,"Laguna Blanca - Zapaleri","Jujuy","Argentina","Nielsen, Axel",,,,"MURR (SRM-278: short and long)","KEL1",26-Dec-04,"FND1-S",10-Dec-04,"ZAP005",656.40,46.1844,0.6725,40.3511,8.4663,7.9475,3.2721,95.2375,0.2460,10.6696,1.2242,12797.5,8.5100,211.90,0.4484,4.2672,181.18,1.9215,1.0367,21.7705,72.78,330.94,0.000,73200.9,326.1,6.7955,36860.9,562.52,28969.1,
"ZAP006","ZAP006","ZAP-ARG","source","Nielsen, Axel","University of Cordoba","Laguna Blanca - Zapaleri","Potosi Department","Bolivia",,,"Laguna Blanca - Zapaleri","Jujuy","Argentina","Nielsen, Axel",,,,"MURR (SRM-278: short and long)","KEL1",26-Dec-04,"FND1-S",10-Dec-04,"ZAP006",648.70,45.4368,0.6330,39.4826,8.3931,7.6045,3.1348,93.6446,0.1816,10.5704,1.2111,10858.8,6.1981,211.22,0.4334,4.1303,174.77,1.9312,1.0187,21.2945,68.79,245.78,0.000,72130.1,433.2,6.3621,39163.1,552.80,28757.8,
"ZAP007","ZAP007","ZAP-ARG","source","Nielsen, Axel","University of Cordoba","Laguna Blanca - Zapaleri","Potosi Department","Bolivia",,,"Laguna Blanca - Zapaleri","Jujuy","Argentina","Nielsen, Axel",,,,"MURR (SRM-278: short and long)","KEL1",26-Dec-04,"FND1-S",10-Dec-04,"ZAP007",619.40,45.9185,0.6320,40.6662,8.4205,7.3353,3.1938,94.6985,0.2126,10.6810,1.2316,11094.9,6.2666,211.98,0.4346,4.1669,184.51,1.9350,1.0213,21.5144,69.41,250.89,0.000,71442.3,422.6,7.1116,39079.2,557.67,28811.2,
"ZAP008","ZAP008","ZAP-ARG","source","Nielsen, Axel","University of Cordoba","Laguna Blanca - Zapaleri","Potosi Department","Bolivia",,,"Laguna Blanca - Zapaleri","Jujuy","Argentina","Nielsen, Axel",,,,"MURR (SRM-278: short and long)","KEL1",26-Dec-04,"FND1-S",10-Dec-04,"ZAP008",655.80,46.3235,0.6444,40.9808,8.3773,7.1905,3.1881,95.0328,0.1950,10.6565,1.2373,10602.7,6.4093,211.58,0.4288,4.1696,152.60,1.9092,1.0454,21.3870,66.98,239.98,0.000,72083.6,443.1,7.3101,36436.4,553.50,28928.6,
"ZAP009","ZAP009","ZAP-ARG","source","Nielsen, Axel","University of Cordoba","Laguna Blanca - Zapaleri","Potosi Department","Bolivia",,,"Laguna Blanca - Zapaleri","Jujuy","Argentina","Nielsen, Axel",,,,"MURR (SRM-278: short and long)","KEL1",26-Dec-04,"FND1-S",10-Dec-04,"ZAP009",678.40,45.7866,0.6401,40.0496,8.3525,7.4508,3.1764,94.1388,0.1805,10.6254,1.2199,10527.3,6.3999,212.14,0.4110,4.1347,146.20,1.9245,1.0200,21.4218,67.17,246.74,0.000,73977.8,433.5,6.2006,37992.1,560.96,29497.4,
"ASC001","ASC001","LM2-CHL","source","Seelenfreund, Andrea","Chile","Pretil Laguna del Maule","Maule Region","Chile",-36.0250,-70.4830,"Laguna del Maule-2 (Las Nieblas)","Maule Region","Chile","Seelenfreund, Andrea",,,,"MURR (SRM-278: short and long)","WGD4",7-Sep-03,"HON2-S",19-Sep-03,"ASC001",641.20,31.2313,0.2843,22.0324,3.8117,5.9038,1.8224,59.0100,0.2207,5.6016,0.5187,6027.6,4.1202,172.77,0.3511,2.3209,48.87,1.0478,0.4117,22.5479,33.75,157.02,0.000,69016.1,610.2,2.9884,34263.4,471.00,30875.3,
"ASC002","ASC002","unk-RM","source","Seelenfreund, Andrea","Chile","Sobre Rio Colina",,"Chile",,,"unknown group RM - Chile","UNKNOWN","Chile","Seelenfreund, Andrea",,,,"MURR (SRM-278: short and long)","WGD4",7-Sep-03,"HON2-S",19-Sep-03,"ASC002",678.20,9.7484,0.2315,7.8340,2.0623,4.0438,1.6339,20.8762,0.0710,4.6836,0.3073,5434.6,2.6144,126.55,0.4797,2.1483,51.40,1.0997,0.3755,6.3285,50.36,85.26,0.000,71349.7,317.0,1.9793,30976.0,723.95,31850.3,
"ASC003","ASC003","LM2-CHL","source","Seelenfreund, Andrea","Chile","Las Nieblas","Maule Region","Chile",,,"Laguna del Maule-2 (Las Nieblas)","Maule Region","Chile","Seelenfreund, Andrea",,,,"MURR (SRM-278: short and long)","WGD4",7-Sep-03,"HON2-S",19-Sep-03,"ASC003",642.90,30.9297,0.2681,21.4432,3.7334,5.9707,1.7791,57.7008,0.1941,5.4858,0.5192,5941.4,4.0071,171.39,0.3331,2.2971,64.53,1.0003,0.4181,22.0561,32.06,148.93,0.000,70166.6,659.1,2.2243,38922.0,485.43,32124.0,
"ASC004","ASC004","LM1-CHL","source","Seelenfreund, Andrea","Chile","Laguna del Maule","Maule Region","Chile",-36.0250,-70.4830,"Laguna del Maule-1","Maule Region","Chile","Seelenfreund, Andrea",,,,"MURR (SRM-278: short and long)","WGD4",7-Sep-03,"HON2-S",19-Sep-03,"ASC004",706.30,32.9428,0.3146,25.5597,4.4235,5.1939,2.0559,64.0321,0.2249,4.4653,0.7295,7435.9,5.1472,155.61,0.2879,2.2824,113.88,0.9675,0.4743,19.6251,45.73,187.60,0.000,77451.0,541.9,2.3878,33685.1,585.93,35667.3,
"ASC005","ASC005","LM1-CHL","source","Seelenfreund, Andrea","Chile","Laguna del Maule","Maule Region","Chile",-36.0250,-70.4830,"Laguna del Maule-1","Maule Region","Chile","Seelenfreund, Andrea",,,,"MURR (SRM-278: short and long)","WGD4",7-Sep-03,"HON2-S",19-Sep-03,"ASC005",703.80,32.9752,0.3172,23.9975,4.4399,5.3705,2.0874,63.7657,0.2258,4.5295,0.7218,7431.3,5.1437,155.54,0.2863,2.2714,118.43,0.9532,0.5114,19.6500,46.66,198.77,0.000,76270.6,561.5,2.4973,33381.2,585.99,35761.4,
"ASC006","ASC006","LM1-CHL","source","Seelenfreund, Andrea","Chile","Laguna del Maule","Maule Region","Chile",-36.0250,-70.4830,"Laguna del Maule-1","Maule Region","Chile","Seelenfreund, Andrea",,,,"MURR (SRM-278: short and long)","WGD4",7-Sep-03,"HON2-S",19-Sep-03,"ASC006",679.50,33.1910,0.3273,22.8866,4.4381,4.8225,2.0649,64.3466,0.8123,4.5382,0.7304,7521.4,5.1197,155.84,0.2824,2.2881,99.65,0.9728,0.4525,19.7160,45.74,194.54,0.000,70921.7,496.2,1.8672,34132.2,582.27,35396.8,
